,property_type,district,land_m2,property_m2,year,unit_level,freehold,price_m2,mall_count,school_count,park_count,river_count,lake_count,rail_station_count,incoming_ridership_within_1km,outgoing_ridership_within_1km,total_ridership_within_1km,walk_dist_to_mall,walk_dist_to_school,walk_dist_to_park,walk_dist_to_river,walk_dist_to_lake,walk_dist_to_rail_station,dist_to_mall,dist_to_school,dist_to_park,dist_to_river,dist_to_lake,dist_to_rail_station,transit,market_cluster_id
60234,2 - 2 1/2 storey terraced,gombak,162.0,130.0,2024,0,0,5192.31,5,5,0,1,0,0,0,0,0,0.66,0.667,2.469,1.943,3.928,8.073,0.61,0.689,2.515,2.204,3.878,7.484,0,GO_000
58623,1 - 1 1/2 storey terraced,kuala langat,149.0,87.0,2024,0,1,3678.16,2,2,0,0,0,0,0,0,0,0.476,0.422,6.439,6.661,9.521,13.465,1.316,0.311,7.519,6.38,10.871,24.44,0,KU_006
45781,2 - 2 1/2 storey terraced,kuala langat,83.0,76.65,2023,0,1,4044.36,7,4,2,0,0,0,0,0,0,0.565,0.305,0.122,3.635,15.085,13.465,0.52,0.2,0.339,4.232,14.328,24.44,0,KU_007
6145,2 - 2 1/2 storey terraced,kuala lumpur,153.29,153.0,2023,0,0,6405.23,9,8,4,6,0,2,290692,261872,552564,0.147,0.755,1.537,0.326,3.766,1.295,0.785,0.785,1.065,1.888,4.923,0.785,1,KU_036
13505,flat,hulu langat,71.0,71.0,2024,2,0,3239.44,7,8,3,2,0,0,0,0,0,0.648,0.704,0.532,0.8,4.921,2.725,0.574,0.567,0.684,1.012,5.124,3.114,1,HU_015
52519,condominium/apartment,petaling,78.96,78.96,2023,1,1,3926.04,2,5,1,0,1,0,0,0,0,1.111,0.839,2.158,2.082,1.783,9.49,1.185,0.997,1.801,2.465,1.786,10.486,0,PE_014
47294,flat,hulu selangor,56.29,56.29,2023,2,1,1012.61,0,1,0,0,3,0,0,0,0,3.079,0.673,4.637,2.557,0.954,21.0,3.557,0.341,7.63,2.612,0.376,28.143,0,HU_039
31570,condominium/apartment,kuala lumpur,10.6,10.6,2024,21,0,45754.72,4,10,2,0,1,0,0,0,0,0.937,0.669,0.573,2.85,1.632,1.695,1.275,0.598,0.515,2.798,1.91,1.56,1,KU_048
37409,2 - 2 1/2 storey terraced,kuala lumpur,177.0,167.0,2025,0,1,10778.44,6,3,7,1,1,2,485231,407489,892720,0.938,0.669,1.427,3.724,5.367,1.902,0.9,0.667,1.737,3.486,10.042,2.996,1,KU_039
12575,condominium/apartment,kuala lumpur,6.5,6.5,2024,33,1,252923.08,4,7,5,3,0,6,1196145,1464347,2660492,0.451,0.807,0.557,1.299,2.14,0.412,0.609,1.228,0.982,0.975,2.469,0.859,1,KU_044
2195,detached,petaling,883.29,530.0,2023,0,0,7924.53,4,7,2,0,1,1,107291,109027,216318,0.382,0.608,0.676,2.873,0.99,1.311,0.406,0.384,0.878,3.059,2.115,1.722,1,PE_074
50835,2 - 2 1/2 storey terraced,petaling,532.0,184.0,2023,0,0,7608.7,1,0,0,0,2,0,0,0,0,0.578,3.879,3.325,3.319,1.062,12.878,0.662,4.064,3.505,3.669,1.042,13.871,0,PE_014
2730,2 - 2 1/2 storey terraced,hulu langat,186.0,139.0,2023,0,0,5395.68,2,3,0,27,0,0,0,0,0,1.101,1.083,1.632,0.454,6.03,2.101,1.267,1.113,1.71,0.447,6.032,2.095,1,HU_010
61390,2 - 2 1/2 storey terraced,klang,140.0,140.0,2024,0,1,5700.0,1,1,1,0,0,0,0,0,0,1.686,1.358,1.742,7.689,3.428,6.958,1.559,1.278,1.669,7.596,3.362,7.154,0,KL_055
35769,condominium/apartment,kuala lumpur,16.2,16.2,2023,8,0,46296.3,3,6,4,0,0,0,0,0,0,0.689,0.469,1.748,3.064,1.748,2.196,1.197,0.554,1.928,2.688,1.928,2.721,1,KU_034
48389,low-cost house,hulu selangor,81.0,77.0,2023,0,1,2597.4,4,5,0,2,1,0,0,0,0,0.449,0.469,1.687,2.049,1.243,21.0,0.383,0.237,1.878,2.686,1.324,28.143,0,HU_040
58319,1 - 1 1/2 storey terraced,klang,130.0,110.0,2024,0,0,3027.27,1,0,0,0,0,0,0,0,0,1.553,1.963,7.556,3.011,19.305,20.425,1.355,2.152,7.556,2.93,20.688,22.316,0,KL_056
31465,condominium/apartment,hulu langat,106.0,106.0,2023,7,0,3584.91,5,3,3,1,0,0,0,0,0,0.825,0.476,1.401,2.266,7.165,3.26,0.817,0.349,1.556,2.261,7.197,3.618,1,HU_012
58396,1 - 1 1/2 storey terraced,klang,118.0,115.0,2024,0,0,3852.17,0,0,0,0,0,0,0,0,0,4.261,4.658,1.545,6.654,2.492,12.923,4.237,4.684,1.475,6.794,2.303,12.888,0,KL_057
35534,condominium/apartment,petaling,69.68,69.68,2023,1,0,4018.37,10,7,1,1,0,2,0,75597,75597,0.121,1.299,1.714,1.66,8.621,1.16,0.188,1.367,1.782,1.636,9.371,2.532,1,PE_061
50229,low-cost flat,gombak,60.0,60.0,2024,3,1,2000.0,6,2,5,1,0,0,0,0,0,0.492,1.102,0.313,2.834,7.566,10.151,0.0,0.733,0.0,3.659,12.646,1.225,0,GO_000
21879,condominium/apartment,petaling,79.15,79.15,2023,10,0,3790.27,1,1,6,2,1,2,139852,135936,275788,0.194,1.464,0.782,1.183,1.328,0.776,7.322,7.903,16.23,11.976,12.97,18.926,1,PE_062
10213,low-cost flat,kuala lumpur,5.9,5.9,2024,13,0,32203.39,8,9,6,2,1,0,0,0,0,0.539,0.607,0.696,1.172,1.39,2.891,0.848,1.369,0.463,2.212,3.791,3.76,1,KU_045
36391,condominium/apartment,kuala lumpur,20.4,20.4,2023,12,1,68627.45,8,8,1,7,0,0,0,0,0,0.811,1.021,0.662,1.534,5.674,4.995,0.893,0.206,0.69,1.656,5.615,5.436,1,KU_032
27625,condominium/apartment,kuala lumpur,8.8,8.8,2023,2,0,38636.36,6,15,9,9,0,2,320410,311027,631437,0.67,0.765,0.053,1.037,2.401,0.928,0.466,0.347,0.77,0.816,2.148,1.233,1,KU_034
39083,2 - 2 1/2 storey terraced,hulu selangor,139.35,139.0,2024,0,0,3510.79,0,1,0,2,0,0,0,0,0,1.61,1.735,6.545,2.138,6.279,21.0,1.609,1.382,6.706,2.166,6.574,28.143,0,HU_048
31765,condominium/apartment,kuala lumpur,10.7,10.7,2024,17,1,51869.16,5,7,3,10,0,0,0,0,0,0.314,0.564,0.234,0.459,2.139,4.326,0.282,0.265,0.158,0.459,2.067,4.367,1,KU_032
6100,2 - 2 1/2 storey terraced,kuala lumpur,198.0,163.52,2023,0,0,6268.35,5,6,5,1,0,0,0,0,0,0.926,0.234,1.319,3.517,5.98,3.352,1.074,0.0,0.127,3.498,6.204,4.493,1,KU_036
40853,1 - 1 1/2 storey terraced,kuala selangor,162.6,77.0,2023,0,0,5064.94,1,6,0,0,0,0,0,0,0,0.633,0.434,2.012,4.178,1.996,21.0,0.646,0.331,2.003,4.223,1.888,21.0,0,KU_075
28910,condominium/apartment,petaling,85.0,85.0,2024,2,1,4447.06,1,3,1,0,0,0,0,0,0,1.325,1.102,1.468,1.852,2.978,2.328,1.715,1.038,1.424,1.77,3.634,2.775,1,PE_065
27282,low-cost flat,petaling,56.0,56.0,2024,5,0,2321.43,3,4,9,2,1,1,0,38035,38035,0.883,0.228,0.559,1.23,1.274,0.98,1.004,0.092,0.188,1.511,1.802,1.332,1,PE_071
33656,detached,kuala lumpur,948.0,891.0,2024,0,1,17934.9,2,5,4,1,0,0,0,0,0,0.157,0.657,0.163,2.39,4.508,3.312,0.256,0.333,0.256,2.099,4.005,3.826,1,KU_047
15603,flat,hulu langat,78.0,78.0,2023,2,0,1923.08,7,4,7,3,0,2,152024,138927,290951,0.854,1.159,0.788,2.258,6.15,0.444,1.394,1.848,1.056,2.311,6.245,1.784,1,HU_012
21915,condominium/apartment,petaling,84.0,84.0,2023,8,0,4523.81,6,2,4,2,1,0,0,0,0,1.178,1.03,0.459,3.662,5.17,1.975,1.16,0.601,0.575,1.054,7.857,2.655,1,PE_066
54803,1 - 1 1/2 storey terraced,hulu selangor,100.0,64.0,2023,0,0,3125.0,0,1,0,8,0,0,0,0,0,3.008,1.192,3.919,0.685,2.644,21.0,3.008,1.302,4.033,0.685,2.644,28.143,0,HU_041
36186,condominium/apartment,kuala lumpur,18.4,18.4,2023,8,0,91195.65,5,6,2,0,1,1,164468,160475,324943,0.82,0.975,1.188,1.914,1.188,1.774,0.973,1.179,1.685,2.489,1.685,2.104,1,KU_045
2350,condominium/apartment,petaling,86.0,86.0,2023,14,0,5755.81,5,3,7,0,0,1,122298,113188,235486,0.353,1.101,0.59,3.343,1.666,0.608,0.0,1.953,1.375,3.69,2.612,1.442,1,PE_070
31439,detached,petaling,446.0,100.0,2024,0,0,7300.0,1,0,5,1,0,1,0,38000,38000,1.143,2.332,0.574,1.421,3.354,1.008,1.142,3.604,0.608,1.778,4.024,1.696,1,PE_063
28107,condominium/apartment,klang,90.0,90.0,2023,3,1,3888.89,5,5,3,0,0,0,0,0,0,0.258,1.024,0.756,2.538,4.312,1.561,0.0,1.236,0.732,2.414,4.392,2.311,1,KL_022
53077,2 - 2 1/2 storey terraced,petaling,121.0,116.0,2024,0,1,5603.45,2,3,8,0,0,0,0,0,0,1.24,0.672,1.219,8.358,5.765,8.621,1.545,0.635,1.975,8.685,4.758,9.278,0,PE_014
12147,low-cost flat,hulu langat,62.0,62.0,2023,9,0,3709.68,9,7,4,3,0,1,64592,61044,125636,0.238,0.64,0.223,1.594,3.409,1.135,0.424,0.798,0.34,1.492,3.633,1.312,1,HU_015
64605,condominium/apartment,hulu langat,100.52,100.52,2023,8,1,3382.41,1,0,4,1,1,0,0,0,0,1.497,2.692,1.156,5.257,1.147,9.917,1.048,2.313,0.914,4.793,0.648,10.014,0,HU_020
14217,flat,gombak,75.0,75.0,2023,3,1,1706.67,0,4,0,1,0,1,119360,116227,235587,1.394,1.278,2.499,2.033,3.533,2.222,1.474,1.47,2.244,2.281,3.773,5.392,1,GO_004
58098,1 - 1 1/2 storey terraced,klang,121.0,84.0,2024,0,0,4523.81,0,0,1,0,0,0,0,0,0,2.11,1.688,0.891,2.684,7.62,10.582,2.503,2.128,3.047,2.407,8.889,11.168,0,KL_066
47726,2 - 2 1/2 storey terraced,hulu selangor,169.0,169.0,2024,0,1,3189.35,2,2,0,8,1,0,0,0,0,1.206,0.456,5.355,1.34,2.004,21.0,1.344,0.276,5.427,1.352,3.084,28.143,0,HU_039
32820,condominium/apartment,kuala lumpur,11.6,11.6,2023,7,1,40086.21,4,4,9,0,0,0,0,0,0,0.947,0.334,0.48,1.601,3.224,2.96,0.893,0.274,0.398,2.456,3.977,4.004,1,KU_040
47497,flat,hulu selangor,74.0,74.0,2023,1,1,1216.22,2,2,0,7,0,0,0,0,0,0.251,0.99,4.209,0.686,1.986,21.0,0.083,0.823,4.281,0.686,3.023,28.143,0,HU_039
3989,condominium/apartment,petaling,93.0,93.0,2024,8,0,2688.17,6,6,9,1,0,1,31169,33258,64427,0.592,0.112,0.966,2.525,2.082,2.12,0.606,0.102,1.012,2.682,2.999,3.371,1,PE_062
17742,condominium/apartment,klang,84.0,84.0,2023,3,1,3571.43,1,4,7,1,1,0,0,0,0,1.88,1.306,0.228,2.074,1.786,2.906,2.842,2.751,0.682,3.406,1.688,4.246,1,KL_019
38631,1 - 1 1/2 storey semi-detached,sepang,334.0,88.0,2023,0,0,6511.36,1,1,0,3,1,0,0,0,0,1.046,1.018,10.934,6.216,5.742,24.259,0.964,1.028,12.678,7.288,1.308,27.515,0,SE_109
67859,1 - 1 1/2 storey terraced,klang,123.0,76.0,2025,0,1,4605.26,1,1,0,0,0,0,0,0,0,1.552,1.514,7.107,3.46,18.856,19.975,1.354,1.703,7.107,2.929,21.005,22.633,0,KL_056
12457,flat,gombak,64.0,64.0,2024,2,0,2421.88,2,7,5,1,1,0,0,0,0,0.406,0.406,0.0,0.497,1.837,2.048,0.558,0.558,0.0,0.651,1.99,3.326,1,GO_001
46461,2 - 2 1/2 storey terraced,kuala selangor,362.0,172.0,2023,0,0,6116.28,3,3,2,0,2,0,0,0,0,0.644,0.995,1.27,2.466,1.254,21.0,0.639,1.005,1.263,3.483,1.147,21.0,0,KU_075
22550,2 - 2 1/2 storey terraced,hulu langat,130.0,123.0,2024,0,0,3617.89,5,5,3,2,0,0,0,0,0,0.414,0.367,0.588,1.344,3.076,3.639,0.231,0.317,0.476,1.349,2.506,3.416,1,HU_013
66487,detached,sepang,510.0,83.0,2024,0,1,5421.69,0,1,0,1,0,0,0,0,0,1.241,1.58,1.75,1.767,21.973,45.238,1.7,1.123,1.767,2.11,21.393,49.278,0,SE_111
24961,2 - 2 1/2 storey terraced,kuala lumpur,453.0,265.0,2024,0,0,6037.74,3,5,3,2,0,0,0,0,0,0.249,0.379,0.934,1.526,2.768,1.574,0.359,0.207,1.154,1.676,3.066,2.177,1,KU_030
37751,condominium/apartment,kuala lumpur,25.3,25.3,2024,1,1,138221.34,5,9,2,2,3,5,493888,604947,1098835,0.872,0.686,1.442,2.167,0.873,1.331,0.81,0.824,1.332,1.97,0.693,1.517,1,KU_044
52121,flat,gombak,67.7,67.7,2023,0,1,1624.82,4,4,1,0,0,0,0,0,0,0.743,0.467,0.815,1.938,2.407,18.869,0.761,0.422,0.871,1.98,2.524,38.368,0,GO_001
47935,low-cost house,hulu selangor,77.0,70.0,2024,0,1,2285.71,3,2,0,1,0,0,0,0,0,2.243,1.003,3.026,3.403,4.492,21.0,2.065,0.674,2.943,3.529,4.843,28.143,0,HU_051
40307,1 - 1 1/2 storey terraced,kuala langat,127.97,77.0,2023,0,0,4675.32,0,2,0,0,0,0,0,0,0,4.896,1.312,5.827,3.624,4.373,13.465,4.855,1.218,5.888,3.652,3.534,24.44,0,KU_008
5070,2 - 2 1/2 storey terraced,klang,484.75,151.0,2023,0,1,3178.81,3,6,0,1,0,0,0,0,0,0.991,0.759,1.924,0.985,6.306,3.323,0.8,0.679,1.784,1.29,6.197,3.207,1,KL_022
27652,flat,hulu langat,88.0,88.0,2023,1,1,3068.18,3,5,3,0,0,0,0,0,0,0.899,1.001,0.513,3.495,5.55,2.631,0.868,0.897,0.513,3.556,5.272,3.812,1,HU_011
66540,2 - 2 1/2 storey terraced,petaling,182.0,164.7,2023,0,1,6041.29,1,4,3,0,0,0,0,0,0,3.896,1.87,1.556,4.816,4.161,11.256,5.122,2.265,1.54,4.86,5.333,13.513,0,PE_014
124,1 - 1 1/2 storey terraced,hulu langat,121.0,66.0,2023,0,1,6136.36,5,3,5,2,1,2,178209,164183,342392,0.424,0.391,0.431,2.3,1.688,1.005,0.342,0.437,0.433,1.388,1.548,1.116,1,HU_010
19253,1 - 1 1/2 storey terraced,petaling,130.0,80.0,2023,0,1,6375.0,1,7,11,0,1,0,0,0,0,0.589,0.535,0.371,2.98,2.445,1.382,0.287,0.443,0.221,2.899,2.913,1.351,1,PE_076
35661,condominium/apartment,hulu langat,157.0,157.0,2023,5,1,4108.28,2,0,11,1,0,0,0,0,0,0.6,2.106,0.903,0.98,2.772,4.27,0.532,2.602,0.799,1.246,2.796,4.392,1,HU_014
2229,detached,petaling,501.66,202.0,2023,0,0,7425.74,3,10,7,4,0,1,68557,67079,135636,0.669,0.635,0.617,1.064,3.194,1.091,0.71,0.474,0.504,1.254,3.156,1.514,1,PE_067
11535,low-cost flat,klang,61.0,61.0,2023,1,1,3442.62,2,2,8,0,1,0,0,0,0,1.359,0.732,0.819,1.7,2.019,2.534,0.956,0.385,1.072,1.386,3.65,3.545,1,KL_019
39689,1 - 1 1/2 storey terraced,klang,148.64,95.0,2023,0,1,4526.32,4,6,0,2,0,0,0,0,0,0.415,0.102,3.858,1.68,7.57,6.078,0.381,0.375,4.204,1.664,8.486,6.81,0,KL_058
26392,2 - 2 1/2 storey terraced,petaling,111.0,93.0,2024,0,1,7526.88,10,10,8,0,0,3,134614,134307,268921,0.704,0.593,0.414,2.063,3.439,0.338,0.63,0.521,0.667,2.342,5.749,0.711,1,PE_066
48727,2 - 2 1/2 storey terraced,sepang,173.0,163.0,2023,0,1,6012.27,0,0,1,0,4,0,0,0,0,3.22,2.878,3.042,2.485,2.598,6.165,3.509,3.219,3.248,2.484,1.073,7.161,0,SE_097
48519,2 - 2 1/2 storey terraced,sabak bernam,270.0,233.0,2023,0,0,4291.85,3,3,1,3,0,0,0,0,0,0.087,1.155,1.207,1.117,19.205,1.31,0.087,1.201,1.158,1.22,19.232,2.319,0,SA_083
63637,cluster house,kuala langat,307.0,80.0,2024,0,1,5312.5,1,2,0,0,0,0,0,0,0,0.895,1.339,3.168,5.703,20.109,13.465,0.812,1.025,2.954,5.762,19.745,24.44,0,KU_011
12358,condominium/apartment,kuala lumpur,6.3,6.3,2024,7,1,84126.98,2,5,2,0,0,1,91132,88128,179260,1.749,1.589,1.023,3.086,3.519,1.834,1.102,0.89,1.217,2.603,3.607,2.155,1,KU_029
18911,condominium/apartment,hulu langat,87.0,87.0,2024,15,1,3333.33,2,5,4,5,0,0,0,0,0,0.713,0.712,2.058,0.806,3.904,1.498,1.691,1.2,2.22,0.919,4.458,1.955,1,HU_010
43396,2 - 2 1/2 storey terraced,hulu langat,199.0,167.0,2023,0,1,4491.02,0,0,2,3,0,0,0,0,0,1.98,2.646,0.424,4.866,7.654,14.871,1.882,2.598,0.55,0.849,5.192,14.875,0,HU_035
17521,detached,petaling,558.0,379.0,2023,0,1,16701.85,4,3,2,1,0,1,0,0,0,1.078,1.056,0.339,1.226,4.072,1.848,0.561,0.936,1.852,0.58,4.467,1.738,1,PE_079
45410,2 - 2 1/2 storey terraced,kuala langat,151.0,139.0,2023,0,1,2733.81,3,2,0,0,0,0,0,0,0,0.65,0.329,6.354,6.819,9.195,13.465,0.91,0.205,6.484,5.451,10.717,24.44,0,KU_006
9845,low-cost flat,petaling,57.0,57.0,2025,1,1,3508.77,5,3,5,1,2,1,177606,170466,348072,0.672,0.914,0.653,2.675,1.112,0.798,1.229,0.818,0.969,2.12,4.815,2.214,1,PE_062
19368,low-cost house,klang,119.0,53.0,2023,0,0,4716.98,0,3,1,3,0,0,0,0,0,1.479,0.404,1.527,0.479,6.38,4.527,1.758,0.683,1.816,0.536,6.56,4.578,1,KL_027
30404,condominium/apartment,kuala lumpur,10.0,10.0,2023,1,0,46500.0,7,11,5,1,0,3,455356,426324,881680,0.297,0.656,0.755,1.237,2.002,0.543,0.509,0.62,1.108,1.819,2.619,1.108,1,KU_028
26053,2 - 2 1/2 storey terraced,petaling,153.29,143.0,2023,0,1,6083.92,4,5,12,0,1,2,79474,87163,166637,0.551,1.783,0.127,3.171,2.876,2.341,0.617,1.694,0.061,3.063,4.904,2.206,1,PE_066
53843,condominium/apartment,hulu langat,74.0,74.0,2023,4,1,3581.08,0,0,2,1,1,0,0,0,0,2.494,3.574,1.511,2.513,9.674,16.892,2.881,4.213,2.084,2.074,0.738,17.4,0,HU_033
42360,2 - 2 1/2 storey terraced,gombak,209.0,134.71,2023,0,1,5404.2,1,1,1,6,1,0,0,0,0,1.159,1.746,1.178,0.383,1.239,19.722,1.646,2.287,1.319,1.292,3.558,29.601,0,GO_004
53545,condominium/apartment,hulu langat,73.0,73.0,2023,5,0,2958.9,4,4,2,0,0,0,0,0,0,2.614,2.309,0.554,2.051,8.422,5.535,1.276,1.173,1.13,2.333,7.06,4.164,0,HU_029
12258,low-cost flat,kuala lumpur,6.2,6.2,2024,1,0,32258.06,7,6,2,1,0,3,497031,456822,953853,0.753,0.897,0.901,0.909,3.139,0.861,0.602,1.268,0.691,1.884,3.841,1.061,1,KU_028
52301,condominium/apartment,petaling,76.0,76.0,2023,13,1,3947.37,2,0,9,0,0,0,0,0,0,0.0,2.076,1.325,5.932,2.995,7.399,0.0,2.235,1.374,8.006,2.0,8.599,0,PE_014
1033,1 - 1 1/2 storey terraced,kuala lumpur,143.0,90.0,2023,0,1,11444.44,6,7,3,2,1,1,265007,258913,523920,0.479,0.658,0.661,1.426,1.986,1.41,0.536,0.702,0.661,1.564,2.568,1.468,1,KU_029
18872,condominium/apartment,petaling,86.0,86.0,2024,9,0,4767.44,6,11,8,1,0,3,278277,225140,503417,0.468,0.778,0.818,4.307,1.71,0.623,0.925,0.532,0.639,5.318,3.572,2.407,1,PE_070
35610,condominium/apartment,kuala lumpur,15.6,15.6,2023,9,0,97564.1,5,6,3,2,1,2,314961,310396,625357,0.28,0.816,1.454,2.179,1.454,2.039,0.924,1.089,1.721,2.525,1.721,2.14,1,KU_045
59458,2 - 2 1/2 storey semi-detached,gombak,486.0,192.0,2024,0,0,4687.5,0,0,0,14,0,0,0,0,0,4.339,2.55,1.835,0.766,3.597,17.433,4.666,1.581,1.405,0.778,4.783,16.654,0,GO_005
28300,condominium/apartment,hulu langat,90.65,90.65,2023,0,1,3640.38,2,0,11,1,0,0,0,0,0,0.6,2.106,0.903,0.98,2.772,4.27,0.532,2.602,0.799,1.246,2.796,4.392,1,HU_014
24247,2 - 2 1/2 storey terraced,hulu langat,143.0,84.0,2024,0,0,5357.14,3,1,2,10,0,0,0,0,0,0.498,1.447,0.228,1.034,7.422,3.149,0.483,1.648,0.228,0.994,7.431,3.195,1,HU_010
64005,condominium/apartment,gombak,92.0,92.0,2023,9,0,2391.3,1,0,2,8,0,0,0,0,0,1.714,2.808,1.465,1.465,5.01,12.955,1.65,2.728,0.537,0.537,5.948,35.658,0,GO_001
67795,2 - 2 1/2 storey terraced,petaling,112.0,112.0,2024,0,1,6339.29,2,2,8,11,1,0,0,0,0,0.578,1.1,0.178,0.477,3.042,7.047,0.552,1.103,0.117,0.911,1.9,9.212,0,PE_014
23015,2 - 2 1/2 storey terraced,hulu langat,183.94,175.0,2024,0,1,3371.43,6,2,16,0,0,0,0,0,0,0.779,1.692,0.19,4.198,9.487,3.28,0.66,1.724,0.19,4.278,9.799,3.229,1,HU_011
36608,condominium/apartment,petaling,79.0,79.0,2025,5,0,2911.39,5,13,19,2,0,0,0,0,0,0.493,1.087,0.355,1.279,3.393,4.818,0.493,1.096,0.393,1.716,2.111,7.812,1,PE_077
35968,condominium/apartment,kuala lumpur,17.0,17.0,2023,3,1,50588.24,3,9,3,4,0,0,0,0,0,0.985,0.327,0.991,1.388,4.032,3.296,3.111,0.0,3.024,3.286,5.743,4.702,1,KU_032
13519,flat,kuala lumpur,7.1,7.1,2024,11,1,42253.52,6,5,1,3,1,0,0,0,0,0.023,0.494,1.499,2.464,2.153,3.131,0.078,1.46,2.262,2.916,2.746,2.874,1,KU_045
11077,flat,petaling,72.0,72.0,2023,16,0,5277.78,7,6,5,1,1,2,57063,56715,113778,0.401,1.176,0.962,1.691,1.662,0.356,0.5,1.186,1.133,1.964,2.3,0.711,1,PE_062
35045,low-cost flat,petaling,61.0,61.0,2023,5,0,2950.82,9,7,1,1,0,2,0,69085,69085,0.151,1.405,1.819,1.772,8.733,1.266,0.045,1.306,1.72,1.574,9.31,2.471,1,PE_061
22324,2 - 2 1/2 storey terraced,gombak,214.0,113.0,2024,0,0,7964.6,0,1,0,1,1,0,0,0,0,3.844,1.829,4.06,1.509,3.197,3.295,3.823,1.808,3.85,1.299,3.022,39.549,1,GO_002
32701,condominium/apartment,kuala lumpur,11.5,11.5,2023,5,0,49565.22,9,1,3,5,0,2,18056,55728,73784,0.487,0.506,0.362,2.493,1.724,1.548,0.26,0.505,0.362,2.275,1.693,1.454,1,KU_042
53032,condominium/apartment,kuala selangor,71.0,71.0,2023,2,0,2394.37,6,6,0,0,0,0,0,0,0,0.614,0.639,1.922,2.39,1.906,21.0,0.703,0.751,1.536,3.285,1.536,21.0,0,KU_075
18479,flat,kuala lumpur,8.6,8.6,2023,2,0,29069.77,8,4,9,5,2,2,0,71062,71062,0.527,0.953,0.342,1.372,1.209,0.763,0.474,0.982,0.301,0.991,1.021,0.92,1,KU_046
35218,flat,petaling,63.0,63.0,2023,3,0,3539.68,10,5,3,4,0,1,0,36282,36282,0.573,0.519,0.472,1.486,9.425,1.0,0.677,0.519,0.0,1.802,9.44,1.172,1,PE_068
31827,2 - 2 1/2 storey terraced,petaling,165.0,153.0,2025,0,1,6535.95,0,0,2,0,0,0,0,0,0,2.555,2.247,1.875,4.187,4.475,3.896,3.083,2.183,2.05,4.178,4.967,3.875,1,PE_076
65381,condominium/apartment,hulu langat,116.0,116.0,2024,10,1,3620.69,4,6,1,8,0,0,0,0,0,0.494,0.817,1.202,0.723,3.713,10.371,0.39,0.812,1.349,0.743,3.854,9.606,0,HU_024
60620,2 - 2 1/2 storey terraced,gombak,163.5,138.0,2024,0,1,5942.03,5,11,3,4,0,0,0,0,0,0.794,0.591,0.763,1.741,2.36,8.567,0.22,0.088,0.46,0.46,3.173,2.258,0,GO_003
60415,2 - 2 1/2 storey terraced,gombak,133.0,111.56,2024,0,1,5602.37,2,1,1,1,1,0,0,0,0,1.904,1.711,0.83,2.959,2.71,21.34,2.008,2.648,1.569,3.872,3.46,28.748,0,GO_004
52671,condominium/apartment,petaling,84.0,84.0,2023,9,1,3571.43,2,3,7,0,0,0,0,0,0,1.654,1.634,0.111,8.59,5.652,9.323,1.662,1.93,0.111,9.389,4.723,9.982,0,PE_014
64921,1 - 1 1/2 storey terraced,hulu selangor,100.0,53.0,2023,0,1,5584.91,1,1,0,1,0,0,0,0,0,1.488,1.688,6.105,1.847,2.928,21.0,1.452,1.675,7.452,0.569,4.025,28.143,0,HU_039
54190,flat,sepang,75.62,75.62,2023,0,1,2909.28,0,0,1,0,6,0,0,0,0,4.773,3.873,0.233,7.265,3.53,15.012,4.74,3.84,0.277,7.784,1.056,17.783,0,SE_108
68526,condominium/apartment,kuala lumpur,29.3,29.3,2024,28,1,91058.02,7,7,2,5,0,0,0,0,0,0.595,0.945,0.446,1.318,5.458,5.377,0.734,0.612,0.531,1.497,6.021,5.842,0,KU_121
32169,condominium/apartment,kuala lumpur,11.1,11.1,2024,9,1,50000.0,2,4,2,7,0,0,0,0,0,1.364,1.575,0.994,0.928,2.277,4.716,2.738,1.406,2.887,0.928,4.788,5.563,1,KU_032
65076,2 - 2 1/2 storey terraced,hulu selangor,130.04,101.0,2023,0,1,2970.3,2,2,0,16,0,0,0,0,0,1.211,1.323,3.2,1.398,2.124,21.0,1.4,1.477,3.325,1.294,1.816,28.143,0,HU_051
67038,condominium/apartment,kuala lumpur,16.5,16.5,2023,9,1,77575.76,7,6,6,8,0,0,0,0,0,0.926,0.29,1.025,0.076,3.873,5.733,0.013,0.679,0.936,0.0,5.761,5.755,0,KU_115
53589,condominium/apartment,petaling,89.0,89.0,2024,9,1,3932.58,2,0,4,0,2,0,0,0,0,0.708,3.523,0.838,4.888,1.551,10.277,0.134,3.431,0.0,6.187,1.092,10.988,0,PE_014
20638,1 - 1 1/2 storey terraced,klang,143.07,100.0,2024,0,1,3000.0,1,2,3,3,0,0,0,0,0,1.351,0.837,1.477,1.821,6.45,3.698,1.558,0.837,1.977,1.873,6.665,4.583,1,KL_026
13367,condominium/apartment,kuala lumpur,7.0,7.0,2024,12,0,57142.86,4,9,1,3,0,2,109317,95518,204835,0.541,1.161,2.111,1.468,3.729,0.752,0.856,0.784,2.571,3.967,3.767,0.962,1,KU_028
24348,2 - 2 1/2 storey terraced,gombak,331.0,242.0,2024,0,1,8628.1,8,2,7,9,0,0,0,0,0,0.416,0.506,0.77,1.159,2.994,3.741,0.724,1.564,0.845,1.406,2.897,4.517,1,GO_004
43207,2 - 2 1/2 storey terraced,gombak,211.0,110.0,2023,0,0,4836.36,3,4,1,0,0,0,0,0,0,1.174,0.898,1.246,1.594,2.401,18.51,1.174,0.929,1.191,2.082,2.844,38.688,0,GO_001
